,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,total_mn,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,total_em,Age_tier,distancehome_tier,JobRole_tier,MonthlyIncome_tier,YearsAtCompany_tier,TotalWorkingYear_tier
3964,33,0,2,1,8,5,3,1,2,2,1,82240,6.0,19,0,14.0,3,10,7,6,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,1,3,3,4,4,5
3965,28,0,2,2,9,3,3,0,2,7,1,47660,1.0,12,0,5.0,3,5,0,3,3,3,3.0,3.0,4.0,4.0,3.6666666666666665,0,3,1,3,3,3
3966,39,0,2,2,3,4,2,0,2,2,2,26100,7.0,12,0,9.0,2,4,2,2,2,3,2.5,3.0,3.0,3.0,3.0,1,4,3,2,2,4
3967,46,0,0,1,9,2,1,1,2,4,2,57310,8.0,17,0,6.0,2,2,2,2,3,3,3.0,2.0,2.0,3.0,2.3333333333333335,2,3,2,3,2,3
3968,40,0,2,1,2,2,3,1,1,5,1,25390,4.0,12,1,7.0,3,4,0,2,3,3,3.0,3.0,1.0,2.0,2.0,1,4,2,2,2,3
3969,42,0,2,1,7,4,4,0,2,2,1,57140,5.0,11,0,10.0,2,0,0,0,3,3,3.0,2.0,1.0,2.0,1.6666666666666667,2,3,3,3,1,4
3970,35,0,0,2,10,1,1,0,2,5,0,43230,2.0,18,3,15.0,3,7,1,7,3,3,3.0,2.0,4.0,3.0,3.0,1,3,2,3,3,5
3971,38,0,0,2,6,4,2,1,3,7,0,73360,5.0,11,0,13.0,3,11,3,8,3,3,3.0,1.0,2.0,3.0,2.0,1,3,1,4,4,5
3972,34,1,1,1,2,1,1,1,1,4,1,134990,4.0,23,2,11.0,2,7,0,7,4,4,4.0,4.0,1.0,2.0,2.3333333333333335,1,4,2,5,3,4
3973,37,1,2,1,24,3,1,1,1,2,2,137580,1.0,11,1,10.0,5,10,0,8,3,3,3.0,4.0,1.0,1.0,2.0,1,1,3,5,4,4
3974,39,0,1,1,2,1,3,1,2,0,0,51550,2.0,18,1,7.0,3,2,2,2,2,3,2.5,3.0,4.0,3.0,3.3333333333333335,1,4,4,3,2,3
3975,43,0,0,0,8,5,3,0,3,7,2,22580,4.0,18,0,7.0,2,3,1,2,3,3,3.0,1.0,3.0,2.0,2.0,2,3,1,1,2,3
3976,41,0,2,1,3,3,1,1,3,6,2,35970,3.0,13,1,11.0,2,3,1,2,1,3,2.0,2.0,2.0,1.0,1.6666666666666667,2,4,1,3,2,4
3977,41,0,2,1,1,1,5,1,3,2,0,25150,0.0,18,0,23.0,2,22,13,5,2,3,2.5,3.0,3.0,4.0,3.3333333333333335,2,4,3,2,5,5
3978,30,0,2,2,26,3,2,0,2,3,2,44200,9.0,11,0,9.0,3,7,0,2,3,3,3.0,1.0,3.0,3.0,2.3333333333333335,0,1,3,3,3,4
3979,26,1,2,0,2,1,5,0,3,7,1,65780,0.0,15,2,6.0,3,5,1,4,2,3,2.5,4.0,2.0,3.0,3.0,0,4,1,4,3,3
3980,46,1,2,1,10,3,3,1,1,7,1,44220,4.0,11,1,13.0,2,9,3,7,3,3,3.0,4.0,2.0,4.0,3.3333333333333335,2,3,1,3,4,5
3981,40,0,2,2,27,2,3,0,3,7,0,102740,4.0,18,0,12.0,3,5,0,3,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,1,1,1,5,3,5
3982,34,0,2,1,2,3,1,1,2,2,1,53430,1.0,14,0,10.0,5,10,4,8,2,3,2.5,2.0,3.0,3.0,2.6666666666666665,1,4,3,3,4,4
3983,58,0,0,1,2,4,3,1,1,2,0,23760,4.0,12,1,37.0,3,16,14,14,3,3,3.0,2.0,2.0,2.0,2.0,3,4,3,1,5,5
3984,35,0,2,1,8,1,5,0,3,4,1,53460,0.0,14,0,6.0,3,5,0,3,2,3,2.5,2.0,3.0,4.0,3.0,1,3,2,3,3,3
3985,47,0,2,1,19,5,3,0,2,6,0,28270,8.0,14,1,28.0,3,22,14,10,3,3,3.0,3.0,2.0,3.0,2.6666666666666665,2,2,1,2,5,5
3986,40,0,2,1,1,4,1,1,2,3,0,199430,2.0,13,1,15.0,3,7,7,7,3,3,3.0,2.0,1.0,3.0,2.0,1,4,3,5,3,5
3987,54,0,2,2,27,4,3,1,1,6,1,31310,4.0,14,0,14.0,3,7,1,7,2,3,2.5,4.0,4.0,2.0,3.3333333333333335,3,1,1,2,3,5
3988,31,0,1,2,8,4,4,0,3,4,1,25520,2.0,18,0,9.0,2,3,2,2,3,3,3.0,1.0,1.0,3.0,1.6666666666666667,1,3,2,2,2,4
3989,28,0,2,2,1,2,1,1,3,3,1,44770,1.0,15,0,3.0,6,3,1,2,3,3,3.0,3.0,1.0,3.0,2.3333333333333335,0,4,3,3,2,2
3990,38,0,2,1,19,3,3,0,2,4,1,64740,2.0,13,2,20.0,3,4,0,3,1,3,2.0,2.0,4.0,2.0,2.6666666666666665,1,2,2,4,2,5
3991,26,0,2,2,8,3,2,0,1,0,2,30330,1.0,12,0,5.0,2,5,1,2,2,3,2.5,3.0,4.0,3.0,3.3333333333333335,0,3,4,2,3,3
3992,58,0,1,1,10,4,5,0,1,8,1,29360,2.0,13,1,23.0,3,2,2,2,3,3,3.0,1.0,3.0,3.0,2.3333333333333335,3,3,0,2,2,5
3993,18,0,0,1,2,3,1,1,3,8,2,186060,1.0,24,2,0.0,4,0,0,0,3,4,3.5,2.0,3.0,1.0,2.0,4,4,0,5,1,1
3994,31,1,2,1,2,3,1,1,3,2,1,21680,0.0,14,1,2.0,2,1,0,0,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,1,4,3,1,1,2
3995,29,1,2,1,8,2,3,1,1,3,0,28530,4.0,14,1,4.0,5,2,2,0,2,3,2.5,1.0,1.0,3.0,1.6666666666666667,0,3,3,2,2,2
3997,36,0,2,2,2,3,5,0,5,2,1,22900,4.0,11,0,15.0,5,1,0,0,3,3,3.0,4.0,2.0,3.0,3.0,1,4,3,1,1,5
3998,43,0,1,2,8,3,3,1,1,5,1,36000,1.0,23,0,7.0,2,7,7,7,3,4,3.5,1.0,4.0,3.0,2.6666666666666665,2,3,2,3,3,3
3999,27,0,1,2,8,4,1,1,5,6,2,21070,0.0,13,0,6.0,2,5,0,2,3,3,3.0,4.0,4.0,2.0,3.3333333333333335,0,3,1,1,3,3
4000,29,0,1,1,6,2,3,1,1,1,1,41150,1.0,11,0,11.0,1,11,3,10,3,3,3.0,4.0,4.0,4.0,4.0,0,3,4,3,4,4
4001,32,0,1,2,9,4,1,1,4,7,2,43270,8.0,13,0,4.0,4,0,0,0,3,3,3.0,4.0,4.0,4.0,4.0,1,3,1,3,1,2
4002,42,0,0,1,11,3,3,1,1,3,1,178560,3.0,18,0,10.0,2,6,3,3,3,3,3.0,3.0,3.0,2.0,2.6666666666666665,2,2,3,5,3,4
4003,47,0,2,2,2,2,1,0,5,3,2,31960,4.0,14,1,7.0,3,2,2,0,2,3,2.5,2.0,3.0,3.0,2.6666666666666665,2,4,3,2,2,3
4004,46,0,2,0,1,3,1,0,1,2,0,190810,3.0,21,0,12.0,2,9,4,7,3,4,3.5,4.0,4.0,2.0,3.3333333333333335,2,4,3,5,4,5
4005,28,0,0,1,7,3,1,1,1,7,0,89660,1.0,16,1,3.0,3,3,2,2,2,3,2.5,3.0,4.0,3.0,3.3333333333333335,0,3,1,4,2,2
4006,29,0,2,1,16,3,3,0,1,4,0,22100,8.0,11,1,11.0,4,7,1,6,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,0,2,2,1,3,4
4007,42,0,2,2,2,4,3,0,2,5,2,45390,4.0,17,1,8.0,5,0,0,0,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,2,4,2,3,1,4
4008,32,1,2,1,1,1,3,1,2,2,2,27410,7.0,11,0,7.0,3,2,2,2,3,3,3.0,3.0,2.0,2.0,2.3333333333333335,1,4,3,2,2,3
4009,46,0,2,1,23,1,1,1,2,2,0,34910,2.0,14,0,25.0,0,19,2,8,3,3,3.0,1.0,1.0,3.0,1.6666666666666667,2,1,3,2,5,5
4010,27,0,2,2,2,3,1,0,5,6,1,45410,1.0,14,2,9.0,4,9,5,8,4,3,3.5,2.0,3.0,3.0,2.6666666666666665,0,4,1,3,4,4
4011,29,0,2,1,1,2,3,1,3,7,1,26780,1.0,25,1,1.0,3,1,0,0,3,4,3.5,4.0,2.0,3.0,3.0,0,4,1,2,1,1
4012,43,0,2,1,1,3,1,1,1,4,1,73790,7.0,13,2,21.0,3,16,6,14,2,3,2.5,1.0,3.0,3.0,2.3333333333333335,2,4,2,4,5,5
4013,48,0,2,1,2,3,1,0,2,3,1,62720,4.0,14,0,29.0,3,22,12,9,2,3,2.5,4.0,2.0,3.0,3.0,2,4,3,4,5,5
4014,29,1,1,1,13,2,1,0,1,2,2,52200,1.0,17,0,1.0,3,1,1,0,2,3,2.5,4.0,4.0,2.0,3.3333333333333335,0,2,3,3,1,1
4015,46,1,2,1,4,4,3,0,2,8,1,27430,5.0,25,1,14.0,1,8,0,7,4,4,4.0,3.0,2.0,3.0,2.6666666666666665,2,4,0,2,4,5
4016,27,0,1,1,16,4,3,1,3,0,1,49980,0.0,20,2,8.0,3,7,7,3,3,4,3.5,4.0,1.0,2.0,2.3333333333333335,0,2,4,3,3,4
4017,39,0,2,1,2,3,5,1,3,0,0,102520,8.0,13,1,7.0,3,2,2,2,3,3,3.0,4.0,4.0,3.0,3.6666666666666665,1,4,4,5,2,3
4018,55,0,2,1,2,3,1,0,1,1,1,27810,8.0,13,1,19.0,2,5,0,4,3,3,3.0,2.0,4.0,4.0,3.3333333333333335,3,4,4,2,3,5
4019,28,0,2,1,29,2,1,1,2,2,1,68520,1.0,18,1,1.0,2,1,0,0,4,3,3.5,2.0,2.0,3.0,2.3333333333333335,0,1,3,4,1,1
4020,30,1,2,2,12,4,1,0,2,7,2,49500,1.0,12,2,1.0,3,1,0,0,3,3,3.0,2.0,4.0,2.0,2.6666666666666665,0,2,1,3,1,1
4021,22,1,2,1,16,2,1,0,2,2,2,35790,1.0,19,3,1.0,3,1,0,0,3,3,3.0,4.0,2.0,3.0,3.0,0,2,3,3,1,1
4022,36,0,2,1,11,3,1,1,1,7,1,131910,1.0,14,1,10.0,2,10,1,7,2,3,2.5,2.0,3.0,3.0,2.6666666666666665,1,2,1,5,4,4
4023,31,0,2,1,2,4,1,0,5,3,0,103770,1.0,14,0,10.0,2,10,0,2,3,3,3.0,2.0,3.0,3.0,2.6666666666666665,1,4,3,5,4,4
4024,34,0,2,2,14,2,5,0,1,7,1,22350,2.0,14,1,9.0,2,5,1,0,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,1,2,1,1,3,4
4025,29,0,2,1,5,5,1,0,1,7,2,105020,3.0,12,0,11.0,4,3,1,2,2,3,2.5,4.0,1.0,3.0,2.6666666666666665,0,4,1,5,2,4
4026,37,0,2,1,7,2,3,1,1,4,1,20110,5.0,13,0,16.0,4,5,0,4,4,3,3.5,4.0,1.0,3.0,2.6666666666666665,1,3,2,1,3,5
4027,35,0,2,2,2,1,5,1,2,2,1,18590,0.0,25,1,4.0,2,3,0,2,2,4,3.0,4.0,2.0,3.0,3.0,1,4,3,1,2,2
4028,45,0,2,1,3,3,3,0,2,7,1,37600,0.0,14,1,10.0,2,9,3,8,2,3,2.5,2.0,4.0,2.0,2.6666666666666665,2,4,1,3,4,4
4029,36,0,1,1,5,3,3,0,4,4,2,177790,1.0,17,1,10.0,5,10,0,8,1,3,2.0,2.0,4.0,2.0,2.6666666666666665,1,4,2,5,4,4
4031,26,0,2,1,26,2,1,1,2,1,1,68120,1.0,13,0,1.0,2,1,1,0,2,3,2.5,2.0,3.0,2.0,2.3333333333333335,0,1,4,4,1,1
4032,27,0,2,1,4,3,5,1,2,4,2,51710,0.0,20,1,9.0,1,8,0,7,2,4,3.0,1.0,3.0,2.0,2.0,0,4,2,3,4,4
4033,48,0,1,1,2,3,1,1,2,5,0,197400,3.0,14,0,24.0,2,22,4,7,4,3,3.5,4.0,4.0,3.0,3.6666666666666665,2,4,2,5,5,5
4034,44,0,2,2,1,2,3,1,4,3,1,187110,2.0,12,1,10.0,0,2,2,2,3,3,3.0,2.0,1.0,3.0,2.0,2,4,3,5,2,4
4035,34,1,0,1,27,2,1,0,1,8,1,36920,1.0,12,1,5.0,5,5,3,0,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,1,1,0,3,3,3
4036,56,1,2,0,1,2,3,0,5,7,2,25590,1.0,21,0,5.0,3,4,1,0,3,4,3.5,1.0,4.0,3.0,2.6666666666666665,3,4,1,2,2,3
4037,36,0,2,1,13,3,5,0,3,0,1,25170,2.0,14,0,12.0,3,4,1,3,3,3,3.0,3.0,2.0,1.0,2.0,1,2,4,2,2,5
4038,41,0,2,1,5,3,1,0,1,7,1,66230,5.0,18,0,14.0,3,5,1,4,3,3,3.0,3.0,2.0,3.0,2.6666666666666665,2,4,1,4,3,5
4039,42,0,2,1,7,3,5,0,2,7,1,182650,9.0,12,1,18.0,4,13,5,7,3,3,3.0,3.0,1.0,4.0,2.6666666666666665,2,3,1,5,5,5
4040,31,0,2,2,9,4,1,0,1,7,0,161240,2.0,23,1,8.0,2,5,1,4,2,4,3.0,3.0,4.0,3.0,3.3333333333333335,1,3,1,5,3,4
4041,34,0,2,1,8,1,1,0,3,2,1,25850,3.0,12,0,9.0,5,4,0,1,3,3,3.0,4.0,4.0,2.0,3.3333333333333335,1,3,3,2,2,4
4042,31,0,2,2,25,2,1,0,3,4,0,182130,8.0,21,2,4.0,3,2,2,2,4,4,4.0,1.0,3.0,2.0,2.0,1,1,2,5,2,2
4043,26,0,1,2,16,2,1,1,2,0,1,83800,0.0,14,0,8.0,3,7,7,7,4,3,3.5,3.0,4.0,3.0,3.3333333333333335,0,2,4,4,3,4
4044,45,0,1,1,8,4,1,0,2,3,2,29940,4.0,18,1,12.0,2,4,0,3,3,3,3.0,2.0,3.0,3.0,2.6666666666666665,2,3,3,2,2,5
4045,33,0,2,2,1,3,1,0,5,7,2,12230,1.0,13,1,10.0,3,10,0,9,3,3,3.0,2.0,3.0,2.0,2.3333333333333335,1,4,1,1,4,4
4046,28,0,1,2,8,3,1,1,4,6,1,11180,1.0,11,0,7.0,3,7,0,7,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,0,3,1,1,3,3
4047,29,1,1,0,2,4,0,1,2,7,2,28750,1.0,11,0,1.0,3,1,0,0,3,3,3.0,3.0,1.0,3.0,2.3333333333333335,0,4,1,2,1,1
4048,39,0,0,1,8,5,3,0,2,8,1,188240,6.0,19,1,10.0,4,3,1,2,3,3,3.0,1.0,3.0,3.0,2.3333333333333335,1,3,0,5,2,4
4049,27,0,2,2,3,2,5,1,2,0,1,135770,1.0,12,1,6.0,2,5,1,2,3,3,3.0,2.0,2.0,2.0,2.0,0,4,4,5,3,3
4050,34,0,1,1,9,4,1,0,2,4,1,26250,1.0,12,3,16.0,4,15,6,11,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,1,3,2,2,5,5
4051,28,1,2,1,25,3,5,1,1,5,2,187890,3.0,16,1,6.0,4,2,2,2,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,0,1,2,5,2,3
4052,47,0,0,1,1,4,3,1,1,6,1,45380,8.0,11,0,16.0,3,8,1,7,3,3,3.0,3.0,2.0,4.0,3.0,2,4,1,3,4,5
4053,56,0,2,1,4,3,5,0,2,7,1,198470,4.0,14,0,6.0,6,0,0,0,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,3,4,1,5,1,3
4054,39,0,2,1,1,3,4,0,1,2,1,105120,1.0,12,1,10.0,2,10,7,9,3,3,3.0,1.0,1.0,3.0,1.6666666666666667,1,4,3,5,4,4
4055,38,0,1,1,4,2,3,0,1,3,0,44440,1.0,13,0,20.0,2,20,0,7,3,3,3.0,4.0,2.0,3.0,3.0,1,4,3,3,5,5
4056,58,0,2,2,5,3,2,1,5,8,1,21540,4.0,21,1,29.0,3,1,0,0,3,4,3.5,4.0,4.0,2.0,3.3333333333333335,3,4,0,1,1,5
4057,32,1,1,1,9,3,1,1,2,2,2,191900,3.0,17,1,8.0,2,4,0,3,3,3,3.0,1.0,3.0,3.0,2.3333333333333335,1,3,3,5,2,4
4058,38,0,2,1,3,4,1,0,1,8,0,44900,2.0,21,1,10.0,1,5,0,3,3,4,3.5,2.0,4.0,4.0,3.3333333333333335,1,4,0,3,3,4
4059,49,0,1,2,11,4,1,1,2,6,1,35060,3.0,11,1,28.0,4,5,4,3,2,3,2.5,2.0,4.0,3.0,3.0,2,2,1,3,3,5
4060,42,0,2,2,1,3,1,0,1,7,0,23720,3.0,12,1,14.0,3,0,0,0,3,3,3.0,2.0,4.0,3.0,3.0,2,4,1,1,1,5
4061,27,1,1,2,8,1,1,1,4,2,1,102310,1.0,13,1,1.0,2,1,0,0,3,3,3.0,1.0,2.0,3.0,2.0,0,3,3,5,1,1
4062,35,0,2,1,25,1,3,1,1,7,1,54100,0.0,18,0,6.0,4,5,0,4,3,3,3.0,2.0,1.0,1.0,1.3333333333333333,1,1,1,3,3,3
4063,28,0,0,1,21,1,3,1,3,6,2,79780,1.0,16,2,5.0,2,5,1,4,3,3,3.0,3.0,3.0,2.0,2.6666666666666665,0,1,1,4,3,3
4064,31,0,0,2,23,1,3,1,1,7,0,38670,1.0,11,1,4.0,4,4,2,3,4,3,3.5,3.0,1.0,4.0,2.6666666666666665,1,1,1,3,2,2
4065,36,0,0,1,1,3,1,1,2,6,1,28380,1.0,19,2,5.0,5,5,0,2,1,3,2.0,1.0,2.0,3.0,2.0,1,4,1,2,3,3
4066,34,0,2,2,2,3,2,1,4,0,2,46950,1.0,16,1,14.0,2,14,2,1,3,3,3.0,1.0,4.0,2.0,2.3333333333333335,1,4,4,3,5,5
4067,34,0,2,1,19,3,5,0,1,5,0,33390,1.0,16,0,9.0,2,8,1,1,2,3,2.5,4.0,3.0,2.0,3.0,1,2,2,2,4,4
4068,26,0,2,1,2,2,1,1,2,6,2,20800,0.0,13,0,8.0,6,7,7,6,4,3,3.5,3.0,1.0,2.0,2.0,0,4,1,1,3,4
4069,29,0,2,1,2,4,4,1,2,2,1,20960,0.0,22,0,6.0,2,5,0,2,4,4,4.0,1.0,1.0,2.0,1.3333333333333333,0,4,3,1,3,3
4070,32,0,0,1,3,1,1,1,3,3,0,62090,5.0,17,1,9.0,5,5,1,2,4,3,3.5,3.0,4.0,3.0,3.3333333333333335,1,4,3,4,3,4
4071,31,0,1,1,25,5,5,0,2,1,1,180610,1.0,14,1,10.0,2,10,8,7,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,1,1,4,5,4,4
4072,28,1,2,2,7,5,1,0,2,8,0,171230,5.0,15,1,6.0,2,4,0,3,2,3,2.5,3.0,4.0,2.0,3.0,0,3,0,5,2,3
4073,38,0,2,1,9,2,5,1,3,8,2,23720,4.0,12,0,20.0,3,1,0,0,2,3,2.5,1.0,1.0,2.0,1.3333333333333333,1,3,0,1,1,5
4074,35,0,2,1,5,3,1,1,2,8,1,48830,1.0,18,1,10.0,1,10,0,9,1,3,2.0,3.0,4.0,3.0,3.3333333333333335,1,4,0,3,4,4
4075,27,0,2,2,2,3,1,0,1,3,2,39040,1.0,15,0,7.0,2,7,0,7,3,3,3.0,4.0,4.0,3.0,3.6666666666666665,0,4,3,3,3,3
4076,32,0,2,1,8,1,3,0,2,6,2,46270,8.0,17,1,8.0,2,1,0,0,2,3,2.5,4.0,4.0,3.0,3.6666666666666665,1,3,1,3,1,4
4077,31,1,1,1,2,1,4,1,3,7,1,70940,1.0,14,1,10.0,2,10,0,8,3,3,3.0,1.0,4.0,3.0,2.6666666666666665,1,4,1,4,4,4
4078,53,1,2,1,18,3,3,1,1,6,2,34230,6.0,15,1,15.0,4,2,2,2,3,3,3.0,1.0,1.0,2.0,1.3333333333333333,3,2,1,2,2,5
4079,54,0,2,1,14,3,4,1,3,6,1,66740,3.0,17,1,9.0,2,4,2,3,3,3,3.0,1.0,3.0,2.0,2.0,3,2,1,4,2,4
4080,33,0,1,1,2,4,3,0,4,7,0,168800,1.0,14,3,9.0,2,9,2,8,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,1,4,1,5,4,4
4081,43,0,2,1,3,3,3,1,1,6,1,90940,1.0,12,1,10.0,0,10,0,9,3,3,3.0,1.0,3.0,3.0,2.3333333333333335,2,4,1,4,4,4
4082,38,0,1,1,2,5,3,0,4,7,1,84460,0.0,14,0,7.0,3,6,1,2,2,3,2.5,4.0,2.0,3.0,3.0,1,4,1,4,3,3
4083,55,0,2,2,9,3,2,1,2,2,1,119160,4.0,15,1,35.0,3,10,1,4,2,3,2.5,3.0,2.0,3.0,2.6666666666666665,3,3,3,5,4,5
4084,31,0,2,2,6,3,4,1,1,4,0,45340,1.0,13,0,1.0,2,1,0,0,3,3,3.0,4.0,4.0,3.0,3.6666666666666665,1,3,2,3,1,1
4085,39,0,2,1,4,3,1,1,2,7,2,98520,0.0,12,1,21.0,5,20,11,10,2,3,2.5,2.0,1.0,3.0,2.0,1,4,1,4,5,5
4086,42,0,0,1,10,4,1,0,2,6,2,61510,1.0,13,1,20.0,3,20,3,7,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,2,3,1,4,5,5
4087,31,0,0,1,14,2,1,1,2,0,1,23020,4.0,14,0,13.0,3,11,4,8,3,3,3.0,3.0,3.0,4.0,3.3333333333333335,1,2,4,1,4,5
4088,54,0,2,1,1,3,3,0,2,1,2,23620,6.0,13,1,9.0,2,5,1,4,4,3,3.5,3.0,1.0,3.0,2.3333333333333335,3,4,4,1,3,4
4089,24,0,2,1,5,4,4,1,1,4,2,178610,1.0,11,2,4.0,5,4,1,2,1,3,2.0,2.0,3.0,2.0,2.3333333333333335,0,4,2,5,2,2
4090,23,0,2,1,7,3,1,1,2,6,2,191870,1.0,11,1,5.0,2,5,1,4,3,3,3.0,4.0,4.0,4.0,4.0,0,3,1,5,3,3
4091,40,0,1,1,21,3,3,0,3,6,1,197170,1.0,21,0,10.0,1,10,9,4,2,4,3.0,4.0,3.0,4.0,3.6666666666666665,1,1,1,5,4,4
4092,40,0,2,1,8,1,3,0,5,6,1,35440,3.0,18,3,15.0,3,11,5,10,2,3,2.5,2.0,2.0,3.0,2.3333333333333335,1,3,1,3,4,5
4093,25,0,2,2,20,5,3,0,2,2,1,85000,4.0,12,0,6.0,2,2,1,2,3,3,3.0,3.0,2.0,3.0,2.6666666666666665,0,2,3,4,2,3
4094,30,0,2,0,20,4,1,1,2,6,1,46610,1.0,11,0,12.0,3,12,1,7,2,3,2.5,4.0,2.0,2.0,2.6666666666666665,0,2,1,3,5,5
4095,25,0,2,1,7,2,3,1,5,7,0,41030,6.0,15,1,7.0,2,2,0,2,3,3,3.0,4.0,3.0,2.0,3.0,0,3,1,3,2,3
4096,47,0,2,1,1,4,1,1,2,7,2,42490,2.0,13,1,25.0,2,17,12,11,2,3,2.5,1.0,3.0,3.0,2.3333333333333335,2,4,1,3,5,5
4097,33,0,0,1,1,3,1,1,2,6,0,140260,1.0,12,0,1.0,4,1,0,0,3,3,3.0,2.0,3.0,2.0,2.3333333333333335,1,4,1,5,1,1
4098,38,0,2,1,19,3,1,0,2,7,1,68930,0.0,17,0,16.0,3,15,5,8,3,3,3.0,4.0,2.0,3.0,3.0,1,2,1,4,5,5
4099,31,0,2,1,10,4,3,0,3,7,1,61250,0.0,13,1,3.0,3,2,1,2,3,3,3.0,1.0,3.0,3.0,2.3333333333333335,1,3,1,4,2,2
4100,38,0,1,1,1,4,4,1,2,6,1,36690,2.0,19,0,10.0,2,8,7,7,3,3,3.0,1.0,3.0,3.0,2.3333333333333335,1,4,1,3,4,4
4101,42,0,2,1,6,3,3,1,2,2,0,100080,6.0,19,1,9.0,3,4,1,2,1,3,2.0,4.0,1.0,2.0,2.3333333333333335,2,3,3,5,2,4
4102,41,0,2,2,2,2,3,1,1,0,1,23870,3.0,17,1,12.0,1,5,1,0,1,3,2.0,4.0,4.0,3.0,3.6666666666666665,2,4,4,1,3,5
4103,47,0,0,1,21,2,3,1,1,7,1,46390,0.0,11,1,14.0,2,13,5,12,2,3,2.5,3.0,2.0,1.0,2.0,2,1,1,3,5,5
4104,35,0,2,1,4,3,1,1,2,0,1,78980,7.0,15,0,5.0,2,2,2,2,2,3,2.5,4.0,3.0,3.0,3.3333333333333335,1,4,4,4,2,3
4105,22,0,2,0,12,1,0,1,2,7,2,25340,0.0,11,0,4.0,1,3,1,2,3,3,3.0,4.0,3.0,4.0,3.6666666666666665,0,2,1,2,2,2
4106,35,0,2,1,9,3,3,0,2,7,2,131420,1.0,25,2,10.0,4,10,0,8,3,4,3.5,2.0,3.0,3.0,2.6666666666666665,1,3,1,5,4,4
4107,33,0,2,2,3,4,3,1,3,0,1,16110,0.0,14,0,10.0,2,9,8,1,2,3,2.5,2.0,4.0,3.0,3.0,1,4,4,1,4,4
4108,32,0,2,1,3,2,5,1,3,4,2,53630,1.0,13,0,6.0,4,6,4,1,3,3,3.0,3.0,2.0,3.0,2.6666666666666665,1,4,2,3,3,3
4109,40,0,2,1,1,4,3,1,2,5,1,50710,8.0,17,1,8.0,3,1,0,0,2,3,2.5,1.0,4.0,2.0,2.3333333333333335,1,4,2,3,1,4
4110,32,0,2,1,1,2,3,1,3,7,1,136950,0.0,13,0,3.0,3,2,2,2,3,3,3.0,2.0,2.0,3.0,2.3333333333333335,1,4,1,5,2,2
4111,39,0,2,1,4,4,1,1,1,7,2,134020,7.0,14,1,18.0,1,7,1,7,3,3,3.0,1.0,4.0,3.0,2.6666666666666665,1,4,1,5,3,5
4112,38,0,2,2,20,4,3,0,2,5,1,20290,3.0,11,1,20.0,3,18,1,11,2,3,2.5,2.0,3.0,3.0,2.6666666666666665,1,2,2,1,5,5
4113,32,0,2,1,18,3,1,1,2,3,1,63770,1.0,12,2,14.0,3,14,5,7,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,1,2,3,4,5,5
4114,37,0,2,1,1,3,1,0,4,7,1,54290,1.0,17,1,16.0,3,16,6,8,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,1,4,1,3,5,5
4115,25,0,2,1,2,4,3,0,2,4,0,27850,0.0,21,0,6.0,2,5,0,4,3,4,3.5,1.0,3.0,2.0,2.0,0,4,2,2,3,3
4117,44,0,2,1,8,1,1,0,1,8,2,26100,6.0,15,0,6.0,2,4,1,2,3,3,3.0,2.0,4.0,3.0,3.0,2,3,0,2,2,3
4118,21,0,2,2,10,5,3,1,3,6,2,66870,1.0,19,3,2.0,0,2,1,2,3,3,3.0,3.0,1.0,3.0,2.3333333333333335,0,3,1,4,2,2
4119,39,0,0,1,3,4,1,0,2,5,2,47240,2.0,12,1,21.0,4,6,1,3,4,3,3.5,4.0,4.0,2.0,3.3333333333333335,1,4,2,3,3,5
4120,23,1,1,1,2,4,1,0,2,4,1,61790,1.0,11,0,1.0,3,1,1,0,3,3,3.0,4.0,1.0,2.0,2.3333333333333335,0,4,2,4,1,1
4121,36,0,2,1,24,3,1,0,2,2,1,61200,0.0,19,0,10.0,2,9,3,4,3,3,3.0,1.0,4.0,3.0,2.6666666666666665,1,1,3,4,4,4
4122,36,0,1,1,16,1,3,1,2,7,0,105960,7.0,15,0,18.0,3,4,0,2,2,3,2.5,4.0,2.0,3.0,3.0,1,2,1,5,2,5
